DriveID,Driver,Vehicle,WindDirection(deg),WindSpeed(mph),GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Miles Per Gallon(Instant)(mpg),Mass Air Flow Rate(cfm),Accel Pedal Pos #1(%),Trip average MPG(mpg),Vehicle Load(%),Throttle Position(%),Fuel used (trip)(gal),Absolute Throttle Position B(%),Air Fuel Ratio(Measured)(:1),Engine RPM(rpm),Engine Load(Absolute)(%),Trip Distance(miles),Cost per mile(Instant),Ambient Temp(F),Cost per mile(Trip),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s)
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:28 CST 2013,12/3/2013 13:48:29,-86.74199565,34.587546,9.25,3,152.899993896484,76.3,-0.37601808,7.64969254,6.02826405,0.01255256,25.81075859,62.00534821,0,12.33708668,33.33333206,12.54901981,0.0033578,52.15686417,14.25946522,1298.25,31.37254906,0.07484423,0.13257591,58.35200119,0.04558805,19,19.75799942,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:30 CST 2013,12/3/2013 13:48:30,-86.74180756,34.58758142,8.75,3,152.899993896484,76.3,-0.58677977,7.67124748,5.98036385,0.01233262,27.4817009,58.23529434,0,13.85154819,31.76470566,12.15686321,0.00368055,52.15686417,14.38103962,1300,31.37254906,0.08584113,0.04079172,58.35200119,0.04609278,21,21.00699997,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:31 CST 2013,12/3/2013 13:48:31,-86.74171668,34.58760091,8.5,3,152.899993896484,76.4,-0.28620484,8.09277058,6.11927509,0.05364782,27.4817009,58.23529434,0,13.85154819,31.37254906,11.76470566,0.00368055,52.15686417,14.38103962,1300,31.37254906,0.09119328,0.05269297,58.35200119,0.04128181,22,22.07699966,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:32 CST 2013,12/3/2013 13:48:32,-86.7416252,34.58762075,8.5,3,152.800003051758,76.4,0.08143067,8.43885136,6.49170065,0.10434216,26.92902756,57.51337051,0,15.04041004,31.37254906,11.76470566,0.00401645,52.15686417,14.48915386,1298.25,31.37254906,0.09658462,0.05269297,58.35200119,0.04128181,23,23.02199936,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:32 CST 2013,12/3/2013 13:48:33,-86.7416252,34.58762075,8.5,3,152.800003051758,76.4,-0.78077638,8.93821335,6.89047098,0.17219239,25.39389038,58.95721817,0,15.90320015,31.76470566,11.37254906,0.00437662,52.15686417,14.48915386,1296.75,31.37254906,0.09658462,0.08445861,58.35200119,0.0424727,24,24.00499916,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:33 CST 2013,12/3/2013 13:48:34,-86.7415413,34.5876399,8.25,3,152.899993896484,76.6,-0.06706055,7.84129381,6.33722162,0.04674715,25.39389038,58.95721817,0,15.90320015,31.76470566,11.37254906,0.00437662,52.15686417,14.60534382,1296.75,31.37254906,0.10154631,0.08445861,58.35200119,0.0424727,24,24.73999977,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:33 CST 2013,12/3/2013 13:48:35,-86.7415413,34.5876399,8.25,3,152.899993896484,76.6,-0.93884766,7.82572651,6.3288393,0.04940718,25.70868874,58.23529434,0,16.6574688,31.76470566,11.37254906,0.00471231,52.15686417,14.62194157,1300,31.37254906,0.10154631,0.04414196,58.35200119,0.04349587,25,25.98900032,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:34 CST 2013,12/3/2013 13:48:36,-86.74145457,34.58765554,8.25,3,152.699996948242,76.7,-1.79626465,7.94188499,6.39589977,0.07446498,24.38552856,59.27807236,0,17.20947266,31.76470566,10.98039246,0.00499852,52.15686417,14.58650208,1300,31.76470566,0.10660669,0.04414196,58.35200119,0.04394763,27,27.02400017,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:37 CST 2013,12/3/2013 13:48:37,-86.7412065,34.58770624,8,4,152.5,76.2,-0.44547364,7.68442011,6.61504412,0.05358344,24.38552856,59.27807236,0,17.20947266,31.76470566,10.98039246,0.00499852,52.15686417,14.63674641,1296,32.54901886,0.12117382,0.04414196,58.35200119,0.04394763,27,27.95100021,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:37 CST 2013,12/3/2013 13:48:38,-86.7412065,34.58770624,8,4,152.5,76.2,-0.25027955,8.14905357,5.6570363,0.03054887,23.99587822,60.24064255,0,17.66189957,32.15686417,10.98039246,0.00530011,52.15686417,14.66321373,1296.75,32.54901886,0.12117382,0.06052729,58.35200119,0.04099726,28,28.95899963,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:37 CST 2013,12/3/2013 13:48:39,-86.7412065,34.58770624,8,4,152.5,76.2,-0.30656251,7.77782583,6.23303843,0.03550619,23.5875721,61.28342056,0,18.03225517,33.33333206,10.98039246,0.00559791,52.15686417,14.67532539,1296.75,32.54901886,0.12117382,0.06052729,58.35200119,0.04330076,29,29.9659996,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:38 CST 2013,12/3/2013 13:48:40,-86.74112495,34.58772516,8,4,152.399993896484,76.2,-1.26217532,8.62925529,5.64146852,0.07778579,23.5875721,61.28342056,0,18.03225517,33.33333206,10.98039246,0.00559791,52.15686417,14.65962601,1301.5,32.54901886,0.12600221,0.06052729,58.35200119,0.04330076,30,30.79899979,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:40 CST 2013,12/3/2013 13:48:41,-86.7409578,34.5877634,8,4,152.100006103516,75.8,-0.88855225,8.27000237,6.33123398,0.08455402,23.3734169,61.84492111,0,18.34644127,32.94117737,10.98039246,0.00589295,52.15686417,14.61117554,1301.5,32.54901886,0.13588877,0.09928875,58.35200119,0.04383623,31,31.95400047,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:41 CST 2013,12/3/2013 13:48:42,-86.74087505,34.58778279,8.25,4,152.300003051758,75.8,-0.6646179,8.08079624,6.39110947,0.07140678,23.21456337,64.49198151,0,18.61689186,34.50980377,11.37254906,0.00619925,52.54901886,14.61117554,1303,34.11764526,0.14079177,0.09928875,58.35200119,0.0412706,32,33.08800125,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:43 CST 2013,12/3/2013 13:48:43,-86.7407031,34.58782339,8.5,4,151.800003051758,76.1,-0.04311035,8.16222668,6.3767395,0.07485372,23.21456337,64.49198151,0,18.61689186,34.11764526,11.76470566,0.00619925,52.54901886,14.58156681,1303,34.11764526,0.15098888,0.09928875,58.35200119,0.0412706,33,33.76599884,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:43 CST 2013,12/3/2013 13:48:44,-86.7407031,34.58782339,8.5,4,151.800003051758,76.1,-0.29937744,8.54542923,6.31806135,0.10275584,23.71602058,63.12834167,0,18.88526726,34.11764526,11.76470566,0.00649139,52.54901886,14.60938072,1304.5,34.11764526,0.15098888,0.13565566,58.35200119,0.04029689,34,34.99399948,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:44 CST 2013,12/3/2013 13:48:45,-86.74061393,34.58784322,8.5,4,151.5,76.5,-0.44667113,7.74788809,6.25459337,0.03504556,24.19562912,64.01069641,0,19.15078545,33.72549057,11.76470566,0.0067836,52.54901886,14.61924934,1303,34.11764526,0.15625276,0.13565566,58.35200119,0.04069223,36,36.05699921,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:45 CST 2013,12/3/2013 13:48:46,-86.7405298,34.587861,8.5,3,151.199996948242,76.3,-1.10051143,7.86284924,6.06538677,0.03747278,24.25642204,63.8502655,0,19.39391136,33.72549057,11.76470566,0.00708733,52.54901886,14.61924934,1303,34.11764526,0.16120285,0.0840039,58.35200119,0.04120871,37,37.0719986,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:47 CST 2013,12/3/2013 13:48:47,-86.7403503,34.58790064,8.5,4,151.100006103516,76.1,-0.28141481,6.65575933,5.926476,-0.07209504,24.25642204,63.8502655,0,19.39391136,29.41176414,11.76470566,0.00708733,52.15686417,14.62194157,1300.75,32.94117737,0.17179933,0.0840039,58.35200119,0.04120871,38,38.00999832,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:47 CST 2013,12/3/2013 13:48:48,-86.7403503,34.58790064,8.5,4,151.100006103516,76.1,0.4406836,8.77535152,6.29291391,0.12068051,29.2991066,52.86096191,0,19.84414673,29.41176414,11.76470566,0.00731813,51.76470566,14.49722958,1306.25,32.94117737,0.17179933,0.0840039,58.35200119,0.03992618,38,38.95500183,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:47 CST 2013,12/3/2013 13:48:49,-86.7403503,34.58790064,8.5,4,151.100006103516,76.1,-0.7101233,8.7909193,6.28812361,0.12314552,25.42848587,58.87700653,0,20.08694458,31.76470566,11.37254906,0.00760456,51.76470566,14.49722958,1296,30.19607925,0.17179933,0.07098398,58.35200119,0.04148885,39,39.95999908,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:50 CST 2013,12/3/2013 13:48:50,-86.74008142,34.58793343,8.25,3,150.800003051758,86.5,0.62749511,9.16094971,5.7324791,0.12245375,25.42848587,58.87700653,0,20.08694458,32.15686417,11.37254906,0.00760456,52.15686417,14.60265255,1296,32.94117737,0.18731865,0.07098398,58.35200119,0.04148885,40,40.86600113,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:50 CST 2013,12/3/2013 13:48:51,-86.74008142,34.58793343,8.25,3,150.800003051758,86.5,0.62749511,9.16094971,5.7324791,0.12245375,25.05303192,59.75935745,0,20.2938652,32.15686417,11.37254906,0.00790002,52.15686417,14.66635418,1299,30.98039246,0.18731865,0.07098398,58.35200119,0.0395299,42,42.02000046,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:50 CST 2013,12/3/2013 13:48:52,-86.74008142,34.58793343,8.25,3,150.800003051758,86.5,0.62749511,9.16094971,5.7324791,0.12245375,25.88697433,57.8342247,0,20.51758957,30.98039246,10.98039246,0.00818103,52.15686417,14.80407715,1296,30.98039246,0.19433342,0.05413576,58.35200119,0.04093604,43,43.01200104,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:50 CST 2013,12/3/2013 13:48:53,-86.74008142,34.58793343,8.25,3,150.800003051758,86.5,0.62749511,9.16094971,5.7324791,0.12245375,25.88697433,57.8342247,0,20.51758957,31.76470566,10.5882349,0.00818103,52.15686417,14.77760887,1296,31.37254906,0.19433342,0.05413576,58.35200119,0.04093604,43,43.42900085,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:50 CST 2013,12/3/2013 13:48:54,-86.74008142,34.58793343,8.25,3,150.800003051758,86.5,0.62749511,9.16094971,5.7324791,0.12245375,24.35257339,59.35828781,0,20.66508865,31.76470566,10.5882349,0.0084732,52.15686417,14.547472,1295.25,32.54901886,0.20134887,0.05413576,58.35200119,0.04086757,44,44.91999817,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:50 CST 2013,12/3/2013 13:48:55,-86.74008142,34.58793343,8.25,3,150.800003051758,86.5,0.62749511,9.16094971,5.7324791,0.12245375,22.5679245,61.76470566,0,20.73556328,32.94117737,10.1960783,0.0087789,52.15686417,14.50889301,1300,32.54901886,0.20834397,0.0399409,58.35200119,0.04086669,46,46.01800156,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:56 CST 2013,12/3/2013 13:48:56,-86.73958062,34.58791038,7.5,4,149.199996948242,68.9,0.62749511,9.16094971,5.7324791,0.12245375,21.77606583,64.01069641,0,20.77272415,34.50980377,10.5882349,0.00910527,52.15686417,14.52593994,1300,33.33333206,0.20834397,0.04373256,58.35200119,0.04096291,47,47.05099869,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:56 CST 2013,12/3/2013 13:48:57,-86.73958062,34.58791038,7.5,4,149.199996948242,68.9,0.62749511,9.16094971,5.7324791,0.12245375,21.77606583,64.01069641,0,20.77272415,34.50980377,10.5882349,0.00910527,53.33333588,14.65334415,1295.25,39.2156868,0.21539263,0.04373256,58.35200119,0.04096291,47,47.93899918,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:57 CST 2013,12/3/2013 13:48:58,-86.73952304,34.58796598,7.75,3,149,45.7,1.76033938,7.92272472,5.96359873,0.04564506,20.248209,71.39037323,0,20.75463867,38.82352829,10.98039246,0.00946324,53.33333588,14.56407166,1296.75,39.2156868,0.24730304,0.04373256,58.35200119,0.03586651,48,48.98899841,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:58 CST 2013,12/3/2013 13:48:59,-86.73947637,34.58802972,8,3,149.800003051758,31.4,2.39022946,8.55381203,5.54926014,0.08654243,20.248209,71.39037323,0,20.75463867,39.2156868,10.98039246,0.00946324,53.33333588,14.57797813,1296.75,38.82352829,0.25243941,0.04373256,58.35200119,0.03586651,49,49.80599976,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:59 CST 2013,12/3/2013 13:49:00,-86.7394302,34.58808648,8,3,150.399993896484,31.7,2.87881351,9.09269142,5.72409678,0.15288311,19.63061523,73.6363678,0,20.71717072,39.2156868,10.98039246,0.00985498,54.90196228,14.80676842,1300,50.58823395,0.25715479,0.08175509,58.35200119,0.03659127,51,51.00999832,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:48:59 CST 2013,12/3/2013 13:49:01,-86.7394302,34.58808648,8,3,150.399993896484,31.7,2.3435266,9.09149456,4.96966553,0.10185939,12.20928478,118.39572144,0,20.44272232,57.25490189,11.37254906,0.01045349,54.90196228,14.80676842,1498.25,50.58823395,0.25715479,0.19028999,58.35200119,0.03810181,51,51.95500183,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:49:02 CST 2013,12/3/2013 13:49:02,-86.73918938,34.5881736,8.5,3,150.600006103516,81.2,0.08741821,8.28317547,5.69296122,0.04359633,12.20928478,118.39572144,0,20.44272232,56.47058868,12.15686321,0.01045349,59.60784531,14.11187458,1498.25,56.47058868,0.27213913,0.19028999,58.35200119,0.03810181,52,52.82300186,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:49:02 CST 2013,12/3/2013 13:49:03,-86.73918938,34.5881736,8.5,3,150.600006103516,81.2,-0.53887939,9.22441769,5.97677135,0.14077753,12.65390396,118.31550598,0,20.19932175,56.47058868,12.15686321,0.01107611,59.60784531,14.66635418,1464.75,56.07843018,0.27213913,0.09935729,58.35200119,0.03814828,54,54.04000092,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:49:03 CST 2013,12/3/2013 13:49:04,-86.73909053,34.5881715,9,3,150.899993896484,89.4,0.06706055,8.8340292,4.94332027,0.05093569,13.91333008,115.02674103,0,20.00883675,57.64706039,12.94117641,0.01164658,59.60784531,14.66635418,1420.25,56.07843018,0.27777609,0.09935729,58.35200119,0.03929908,54,54.94200134,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:49:04 CST 2013,12/3/2013 13:49:05,-86.7389851,34.58817102,9.25,3,151.199996948242,90.6,-0.24429199,9.7956295,6.05101681,0.19295102,13.91333008,115.02674103,0,20.00883675,55.68627548,13.33333302,0.01164658,58.03921509,14.71749496,1420.25,55.68627548,0.28378639,0.09935729,58.35200119,0.03929908,55,55.81800079,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:49:06 CST 2013,12/3/2013 13:49:06,-86.73876431,34.58816243,10,3,152.100006103516,90.2,-0.87897217,8.07720375,6.40188742,0.07343239,16.22530365,105,0,19.8975563,55.68627548,13.33333302,0.01216587,54.90196228,14.39090919,1304.5,45.09803772,0.29638726,0.15226211,58.35200119,0.04018189,57,57.0340004,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:49:07 CST 2013,12/3/2013 13:49:07,-86.73865438,34.58815887,10,3,152.800003051758,89.7,-0.97237796,8.7214632,5.56363058,0.07817882,22.43638611,80.53475952,0,19.97009468,44.31372452,13.72549057,0.01257705,54.90196228,14.63495159,1298.25,45.09803772,0.30265877,0.15226211,58.35200119,0.0397739,58,58.06600189,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:49:07 CST 2013,12/3/2013 13:49:08,-86.73865438,34.58815887,10,3,152.800003051758,89.7,0.12454101,9.45793247,6.71443748,0.20143026,22.43638611,80.53475952,0,19.97009468,35.68627548,13.72549057,0.01257705,52.94117737,14.43621922,1298.25,36.86274338,0.30265877,0.15226211,58.35200119,0.0397739,58,58.51800156,0
Zuri - Tue Dec 03 13:48:06 CST 2013,Zuri,Civic,140,7,Tue Dec 03 13:49:07 CST 2013,12/3/2013 13:49:09,-86.73865438,34.58815887,10,3,152.800003051758,89.7,-0.31255004,8.15025139,5.96240091,0.04888707,28.85396767,64.41175842,0,20.21686935,35.68627548,13.72549057,0.01290861,52.54901886,14.53356552,1301.5,35.29411697,0.30265877,0.18428554,58.35200119,0.03997652,60,60.00099945,0
